SK_ID_CURR,TARGET
100001,0.031371176562576784
100005,0.162097745387211
100013,0.06418132354339769
100028,0.034647038330165164
100038,0.10998313786983024
100042,0.024547177985759235
100057,0.047424789371109125
100065,0.06690245821492345
100066,0.024074794567845642
100067,0.04751842296397134
100074,0.018352084554298247
100090,0.097304658707049
100091,0.1584858024128879
100092,0.06873076770689446
100106,0.11838318389206925
100107,0.11112823430895932
100109,0.030442379216873663
100117,0.0409673230764854
100128,0.10740271492751073
100141,0.050838404031327
100150,0.054754726959462256
100168,0.017873966147261614
100169,0.023632040773292316
100170,0.10276567642791797
100171,0.09310303355036224
100172,0.16769306759607958
100184,0.07422923361868543
100187,0.07875115494823218
100212,0.03329000982913737
100222,0.03858627464103557
100223,0.05595964287617562
100232,0.02454299871289094
100241,0.253091270109859
100245,0.0002774552973369819
100253,0.05230798379723454
100256,0.09641332108255342
100271,0.016261876520222582
100278,0.23200489958089385
100280,0.05701681758672711
100306,0.15724601433672927
100311,0.11060512914124729
100312,0.046741425372959874
100330,0.22950884067735647
100331,0.0315608938286473
100352,0.05239291048861145
100358,0.15387540244525022
100367,0.03471659523239333
100382,0.10091155208491095
100384,0.05576458308940015
100385,0.1295646820340038
100386,0.0629266629778975
100399,0.030549889781607293
100404,0.05411626929750007
100416,0.02775494173102834
100422,0.17191924791185917
100426,0.04104718934281593
100438,0.042918793880915025
100444,0.19492093226000518
100445,0.13111555153740795
100446,0.11733068150981575
100447,0.03905938824410545
100450,0.02831494048326967
100466,0.022714541024845634
100483,0.022455296724707904
100484,0.052241472036425124
100494,0.12802678989974378
100510,0.08794544582603302
100512,0.025273036932009742
100517,0.051962985759228864
100548,0.03533147277238442
100551,0.07635962338586663
100552,0.18401563313211514
100553,0.04519846390251388
100561,0.11874825032197495
100568,0.23529542737991077
100569,0.04581083806479909
100591,0.02269122398279786
100592,0.04245273845544568
100602,0.04870124107380128
100607,0.07331114116931428
100613,0.0594330728324192
100617,0.05493596098355168
100618,0.05403773037761566
100622,0.16631217470250018
100625,0.09837959364531709
100677,0.09387494300377092
100699,0.09025774187891883
100702,0.29040984705494266
100711,0.05216531524022329
100729,0.09838422497583255
100740,0.1858456259743665
100744,0.08020133731049005
100745,0.11761611716983346
100747,0.10352292537546075
100751,0.18479523918023905
100752,0.021237553533862547
100753,0.1585344238807097
100754,0.07787764452920147
100760,0.10193304914776825
100762,0.042978477776869535
100763,0.12835018369221357
100765,0.0734724041182201
100770,0.06669123371380889
100772,0.10734703046493045
100777,0.043623059219856805
100791,0.050415259146864344
100792,0.040196430136437374
100797,0.059372343331542426
100823,0.07887087991338294
100826,0.06521958471157364
100830,0.03229880635709075
100836,0.545214852881554
100872,0.041704886007283955
100910,0.10208298257998853
100913,0.03914848750673734
100918,0.05277507235350441
100931,0.04050666521644545
100952,0.05772407357066804
100953,0.06726914619533235
100965,0.08019723681571711
100970,0.04804638244192553
100982,0.1645561016268624
100983,0.0521728350593156
100984,0.10908764813557652
100987,0.10417484648624256
100997,0.0775616939243674
100998,0.07427404071747315
101002,0.026221264202986018
101005,0.2697277451723799
101008,0.17596232127359013
101020,0.12141020048274832
101021,0.20696143568659134
101024,0.000792808808176343
101025,0.11665871290849966
101026,0.045234244215459185
101031,0.046711840064107606
101041,0.04026453854373794
101051,0.05215130605088371
101055,0.18042749370593442
101056,0.10900661885401955
101057,0.05730074539138066
101064,0.021261410019434494
101079,0.05897241786820802
101087,0.09790733526983854
101090,0.06969107643016755
101092,0.09716660354443668
101097,0.08661226916479925
101099,0.019084915443552623
101107,0.16271990350558307
101118,0.1097697412370776
101125,0.053307595155382845
101126,0.03930579066182075
101128,0.03094343709593764
101136,0.19770073229211962
101140,0.11109328616522599
101149,0.11584276846393893
101160,0.06202834855812855
101169,0.242373404515697
101181,0.050736494584963196
101186,0.04062687504724974
101190,0.08890772035381594
101193,0.10750689953733153
101194,0.08854066151342527
101198,0.11494466205927152
101200,0.025394131893483895
101204,0.10184315090327238
101211,0.09836546230122507
101213,0.044150072116094626
101223,0.07585946762524136
101225,0.08021165028526017
101237,0.06672161516607096
101243,0.16660272943612778
101244,0.15723194127427634
101258,0.03985980729218425
101259,0.13914640036777326
101268,0.13672791023444641
101269,0.022895934383716208
101271,0.22623760353485406
101279,0.04229482775207763
101281,0.11816875940067716
101287,0.08556771765200948
101292,0.040456594235037405
101294,0.1340173053367512
101296,0.042135731374322305
101297,0.0668642577069925
101299,0.0002699109396384315
101301,0.056045868678648435
101305,0.03211596741273693
101308,0.05380761563190228
101318,0.022723174428997916
101327,0.22686853581829478
101329,0.07022903068131026
101332,0.05445138138696578
101337,0.12243097626780929
101343,0.00017804449133029785
101345,0.030532717250126525
101346,0.02723607790396761
101353,0.024746588697520867
101354,0.23235605776706306
101355,0.19280962010212074
101356,0.026272528282607868
101362,0.055872382575991905
101363,0.3256344828690856
101365,0.05199171802150679
101366,0.13599601406240286
101367,0.28160828547938227
101368,0.03885214022641184
101374,0.18304934049347169
101380,0.0501098828496313
101383,0.0412379107381526
101398,0.0297736582265871
101399,0.15970302753243065
101401,0.1953305700155199
101412,0.3020838424232811
101426,0.06483390150836153
101427,0.33031776288436987
101428,0.10161561810652811
101429,0.12380862228496244
101434,0.08706008540625404
101440,0.21593780842726643
101448,0.07685113596013042
101449,0.035558080688747565
101465,0.15298496349794624
101467,0.050513269052741394
101472,0.16514713601690956
101478,0.12874668175199377
101497,0.05463916335553234
101504,0.04094813464447495
101547,0.05616725503939834
101548,0.05912403464741212
101555,0.030622432792240292
101570,0.07944555948758661
101572,0.030259321386304633
101578,0.04330614793086149
101580,0.18785518518613484
101588,0.03957004809298152
101602,0.07722546812515395
101610,0.06704668994049102
101614,0.07305477271631708
101616,0.10672866311580474
101643,0.06325409386479688
101644,0.13342326034170582
101649,0.19442309008307376
101650,0.08182390253511485
101665,0.015871549799501936
101667,0.12134641756161084
101669,0.019962679554587862
101674,0.1493782224912091
101675,0.04097296944313767
101678,0.08768827271554369
101682,0.07730462465804086
101686,0.038923402638770116
101697,0.1125963640585608
101700,0.09588353154509531
101711,0.032457786220516115
101714,0.06220580357246638
101715,0.15483077258641445
101728,0.031535870337453815
101732,0.06787219931409837
101757,0.08495867612498992
101758,0.18547263876025738
101759,0.060832037467968815
101762,0.07200146154529354
101764,0.048185508741841875
101780,0.3307911327144991
101784,0.06320420900308465
101789,0.03510690678260216
101816,0.04150858125904926
101819,0.0274687489064875
101827,0.03268862040544264
101863,0.07724415266136644
101867,0.08974169845260542
101870,0.04118716239442509
101873,0.06904702095257714
101878,0.03400523326470724
101879,0.11293107066456784
101880,0.019992550198393206
101887,0.09626861192864433
101897,0.03649804351696958
101901,0.0972255720509569
101903,0.270101593346691
101920,0.08888155747384484
101921,0.032565569009225734
101922,0.058284678671469824
101961,0.001014221769892961
101962,0.02225585056633611
101971,0.052178202686965706
101976,0.22292065308512662
102002,0.14902919249709412
102005,0.015052748647264703
102007,0.35292423383194776
102017,0.022788338262404662
102019,0.07738859369496427
102029,0.042087779212327606
102051,0.27395782126792145
102052,0.031014131847233374
102054,0.10744609622925257
102062,0.0749782489913723
102067,0.10514014708024891
102068,0.06976024500576357
102070,0.04610842903293554
102090,0.03675315869091
102092,0.12586314855390493
102099,0.09437828068927633
102100,0.08826227468210031
102112,0.07824654988313852
102113,0.06567754747771569
102122,0.05148894046797301
102123,0.09954013223515078
102125,0.05000273359710099
102126,0.17421613276458656
102146,0.03572511982076771
102147,0.041174597817350334
102151,0.07102671638496234
102158,0.05575736451990427
102159,0.04762939308794132
102162,0.04015293368493191
102165,0.04255565265181134
102166,0.09051288182950201
102174,0.06522513749862748
102193,0.14847021152521966
102198,0.07644005299082066
102205,0.08555890045790368
102206,0.026960870729675197
102218,0.10971167211004318
102221,0.061127089939078706
102230,0.1426206217281336
102238,0.2018418934706162
102248,0.03402518325835141
102252,0.35457794277609034
102259,0.07833555753947329
102262,0.05354400106200895
102273,0.09195899012107442
102286,0.08070191561650399
102293,0.06077883975304657
102294,0.04550571004130294
102296,0.06546214243803798
102298,0.10411343734111471
102303,0.018028773949259714
102309,0.08311590940802044
102315,0.048606758574503355
102340,0.10584507894307754
102342,0.2087345065001077
102344,0.06090831559651629
102346,0.1649969763465868
102347,0.03925426277303329
